,Date,TweetURL,Tweet,Polarity,Neutral Score,Negative Score,Positive Score,Sentiment
23,2022-10-10 15:01:08+00:00,https://twitter.com/apexx_inc/status/1579487200777211904,lufthansa group selects worldline as global payments provider #airline news #airline #airline crew https t.co hdrfmbzvz4,0.0,1.0,0.0,0.0,Neutral
24,2022-10-10 14:23:47+00:00,https://twitter.com/uBetMobile/status/1579477798192054272,ubet mobile 18 begambleaware latest victor wembanyama has to cram himself into airline seat https t.co aa0rnklimc https t.co mr8r6w4ipm #airline #cram #seat #ubetmobile.com,0.0,1.0,0.0,0.0,Neutral
25,2022-10-10 14:16:08+00:00,https://twitter.com/alojapan/status/1579475874436747265,problems for #japan airlines! https t.co aaoxpjmne7 #airline #aviationupdates #airbus #airbusnews #aircraft #airport https t.co q6mqc2jzax,-0.4574,0.834,0.166,0.0,Negative
26,2022-10-10 14:05:44+00:00,https://twitter.com/whatisbestnow/status/1579473257618558976,share the #best #air content download the best #app https t.co 29sgygqvgy #ah64 #ausa2022 #air #bestair #theboeingcompany #boeing #company #meet #future #airline https t.co pofphx0bjz https t.co arpeelqpvl,0.891,0.702,0.0,0.298,Positive
27,2022-10-10 14:05:38+00:00,https://twitter.com/BestTLD/status/1579473232159477760,#best of the day on https t.co i58m3d0ruw the boeing company meet the future of the #ah64 https t.co 8ncj1nffnt #air #ah64 #ausa2022 #air #bestair #theboeingcompany #boeing #company #meet #future #airline,0.6369,0.877,0.0,0.123,Positive
28,2022-10-10 14:05:36+00:00,https://twitter.com/BestTLD/status/1579473223757926401,download the best #app to share your #best #air content https t.co 3lwu9apoxg #ah64 #ausa2022 #air #bestair #theboeingcompany #boeing #company #meet #future #airline https t.co czbfzsxj77 https t.co fwtdroc5hz,0.891,0.71,0.0,0.29,Positive
29,2022-10-10 14:05:30+00:00,https://twitter.com/whatisbestnow/status/1579473198210768897,what's #best on https t.co 957fhz96v3 ? the boeing company meet the future of the #ah64 https t.co qzvk8gdrdi #air #ah64 #ausa2022 #air #bestair #theboeingcompany #boeing #company #meet #future #airline,0.6369,0.873,0.0,0.127,Positive
30,2022-10-10 14:05:28+00:00,https://twitter.com/BestTLD/status/1579473189817589760,download the best #app to share your #best #air content https t.co 3lwu9apoxg #ah64 #ausa2022 #air #bestair #theboeingcompany #boeing #company #meet #future #airline https t.co 6vnkvwju4v https t.co ozq8scvfn6,0.891,0.71,0.0,0.29,Positive
31,2022-10-10 14:05:22+00:00,https://twitter.com/whatisbestnow/status/1579473164295249920,share the #best #air content download the best #app https t.co 29sgygqvgy #ah64 #ausa2022 #air #bestair #theboeingcompany #boeing #company #meet #future #airline https t.co a9oah19ir5 https t.co atsn6kqh4a,0.891,0.702,0.0,0.298,Positive
32,2022-10-10 14:05:16+00:00,https://twitter.com/FremontCyril/status/1579473138714578944,what's #best on https t.co cdxtjggdt8 ? the boeing company meet the future of the #ah64 https t.co kj1vxnqgyi #air #ah64 #ausa2022 #air #bestair #theboeingcompany #boeing #company #meet #future #airline,0.6369,0.873,0.0,0.127,Positive
33,2022-10-10 13:01:08+00:00,https://twitter.com/ImaAnge67837281/status/1579457001796800512,new interesting audio of #airline #pilots #ufos #uaps #ufotwitter #ufosightings part 2 ,0.4019,0.803,0.0,0.197,Positive
34,2022-10-10 13:00:45+00:00,https://twitter.com/ImaAnge67837281/status/1579456903977271299,new interesting audio of #airline #pilots #ufos #uaps #ufotwitter #ufosightings part 1 ,0.4019,0.803,0.0,0.197,Positive
35,2022-10-10 12:47:47+00:00,https://twitter.com/BLRAirport/status/1579453640326410241,"pack your bags! starting 11th october, cathaypacific is offering two weekly non stop flights from bengaluru to hong kong. we hope to see you on board. #blrconnects #blrairport #bengaluru #cathaypacific #hongkong #airline #aviation #avgeeks https t.co hkflbof53l",0.2481,0.867,0.054,0.079,Positive
36,2022-10-10 12:08:50+00:00,https://twitter.com/ET_Infra/status/1579443837571072000,"gujarat pm modi lays foundation stone of airport, highlights 'double engine' growth https t.co uhzer7uam3 via et infra narendramodi #growth #development #aviation #flights #airline #airport #bharuch https t.co lrgenvohjk",0.6369,0.839,0.0,0.161,Positive
37,2022-10-10 12:01:01+00:00,https://twitter.com/yocova_/status/1579441872509972480,are you looking for reliable #aviation engine trading and fast networking? yocova partner aeroji1 are offering a free six month subscription to their platform in the yocova marketplace https t.co nlluo2mpis #airline #aircraftassets https t.co otr3ecxnjv,0.5106,0.914,0.0,0.086,Positive
38,2022-10-10 11:50:06+00:00,https://twitter.com/flightwit/status/1579439124700094466,fear of flying? the author of dare recommends soar https t.co 9pa2uj2292 #travel #airline #panic https t.co sk6pnxthan,-0.6808,0.641,0.278,0.081,Negative
39,2022-10-10 11:50:03+00:00,https://twitter.com/Kale_Logistics/status/1579439110250455040,"cargo, paperless trade, and digital innovation. #sustainability #innovation #community #airline #digital #event",0.6369,0.658,0.0,0.342,Positive
40,2022-10-10 11:37:11+00:00,https://twitter.com/oerlive/status/1579435874697510913,". salamair has announced a firm order for six embraer e195 e2 passenger aircraft, with purchase rights for six more. with this, the airline will become the first #embraer e195 e2 operator in the middle east. #oman #salamair #airline #flight #aircraft https t.co a0pu1swkim",0.0,1.0,0.0,0.0,Neutral
41,2022-10-10 11:14:17+00:00,https://twitter.com/timnjiru/status/1579430109962194944,"bravo zulu kilo was the aircraft that shot my confidence levels to the skies. wherever i fly to, this will be a way point in my mind. #newsky #positivevibes #makingofapilot #pilot #winning #gearup #motivation #gethappy #aviation #avgeek #runways #airline #totheskies #boeing https t.co q4hqe8ecov",0.8442,0.818,0.0,0.182,Positive
42,2022-10-10 11:10:20+00:00,https://twitter.com/ET_Infra/status/1579429115245260800,spicejet deposits tds of employees for 2021 22 fiscal https t.co sv1nwg9eyn via et infra flyspicejet #tax #communication #aviation #airline,0.0,1.0,0.0,0.0,Neutral
43,2022-10-10 10:49:53+00:00,https://twitter.com/EdK1ngs/status/1579423971443105793," delta doesn t need to go the extra mile, but yet over and over they do! #extramile #skymiles #travel #airline #captain #bestairline #deltaairlines https t.co n6miwogjns",0.0,1.0,0.0,0.0,Neutral
44,2022-10-10 10:40:14+00:00,https://twitter.com/AlongSangita/status/1579421542479720448, airasiaindia not coming at all #worst #airline #service you have the worst emergency service just looting the passengers. kindly refund me the amount. jagograhakjago please look into it .,-0.743,0.596,0.268,0.136,Negative
45,2022-10-10 10:31:32+00:00,https://twitter.com/whatisbestnow/status/1579419350754201600,share the #best #air content download the best #app https t.co 29sgygqvgy #emirates #flybetter #air #bestair #need #lift #airline https t.co tbk2rcmpae https t.co 52w6lwf9gx,0.891,0.675,0.0,0.325,Positive
46,2022-10-10 10:31:25+00:00,https://twitter.com/BestTLD/status/1579419324871499776,#best of the day on https t.co i58m3d0ruw emirates need a lift https t.co ww6g9hjep2 #air #emirates #flybetter #air #bestair #need #lift #airline,0.6369,0.84,0.0,0.16,Positive
47,2022-10-10 10:31:23+00:00,https://twitter.com/BestTLD/status/1579419316529016833,download the best #app to share your #best #air content https t.co 3lwu9b7ybo #emirates #flybetter #air #bestair #need #lift #airline https t.co cjsewnvin0 https t.co fwifcsfhbr,0.891,0.685,0.0,0.315,Positive
48,2022-10-10 10:31:17+00:00,https://twitter.com/whatisbestnow/status/1579419290801143810,what's #best on https t.co 957fhz96v3 ? emirates need a lift https t.co ppuemcvzaq #air #emirates #flybetter #air #bestair #need #lift #airline,0.6369,0.833,0.0,0.167,Positive
49,2022-10-10 10:31:15+00:00,https://twitter.com/BestTLD/status/1579419282106040321,download the best #app to share your #best #air content https t.co 3lwu9apoxg #emirates #flybetter #air #bestair #need #lift #airline https t.co wi0gyzdx2t https t.co y2pveifi2d,0.891,0.685,0.0,0.315,Positive
