,Date,TweetURL,Tweet
17,2022-10-10 17:30:07+00:00,https://twitter.com/flightwit/status/1579524691798024198,"Best fear of flying app ever. Like having a pilot sitting next to you, explaining every sound, every turn, and every sensation. iPhone https://t.co/m3iQ5qUGoW and Android https://t.co/eznHPmVJoc or search for SOAR In-Flight #fear #flying #travel #airline #anxiety https://t.co/SWMxiDmMdY"
18,2022-10-10 16:32:02+00:00,https://twitter.com/bjgreenberg/status/1579510074170449927,"🚨 @AmericanAir data breach discovered in July, w/ leak of employees’ name, DOB, address, phone, email, driver’s license number, passport number and medical information #security #privacy #cloud #cyber #cybersecurity #infosec #airline https://t.co/dIGJTaWP73 https://t.co/L07hCTFTWk"
19,2022-10-10 16:28:07+00:00,https://twitter.com/TKTZio/status/1579509091638341632,"The Dutch people demand a free market And not centralized conduct as the airlines do. 

#Netherlands #airports #airline #NFTcommunitiy 

https://t.co/P8y6tS23FT"
20,2022-10-10 16:22:54+00:00,https://twitter.com/RWMann/status/1579507775310528513,"#Airline #Jet #Fuel #Prices

New York (Platts)--07Oct22

$4.201/gallon"
21,2022-10-10 15:50:13+00:00,https://twitter.com/MIDASAviation/status/1579499552981549056,"What's the #airline capacity for Week 41 of 2022 compared to previous years?
@JGavconsultants looks at @OAG_Aviation data in his latest blog to reveal that:
✈️2022: 94.965,421 seats
✈️2021: 78.611.081 seats
✈️2020: 58,351,597 seats 
More #aviation facts: https://t.co/RN6KxMXz77 https://t.co/ICHo41RJBN"
22,2022-10-10 15:50:07+00:00,https://twitter.com/flightwit/status/1579499528075415552,How likely is your airliner's engine to fail? See https://t.co/ZeY9rXZQ6R  #airline #travel #ttot #RT #lp #BCFA https://t.co/nDYG7X4gro
23,2022-10-10 15:01:08+00:00,https://twitter.com/apexx_inc/status/1579487200777211904,"Lufthansa Group selects Worldline as global payments provider

#airline_news #airline #airline_crew https://t.co/hDRfMbZvz4"
24,2022-10-10 14:23:47+00:00,https://twitter.com/uBetMobile/status/1579477798192054272,uBet Mobile - 18+ BeGambleAware Latest: Victor Wembanyama Has To Cram Himself Into Airline Seat – https://t.co/Aa0rnKLImc https://t.co/mr8R6W4ipM #Airline #Cram #Seat #uBetMobile.com
25,2022-10-10 14:16:08+00:00,https://twitter.com/alojapan/status/1579475874436747265,"Problems For #Japan Airlines!
 
https://t.co/AaOxPjMnE7
 
#Airline #AviationUpdates #Airbus #AirbusNews #Aircraft #Airport https://t.co/q6mqC2JZAX"
26,2022-10-10 14:05:44+00:00,https://twitter.com/whatisbestnow/status/1579473257618558976,"Share the #Best #air content
Download the Best #app : https://t.co/29sgyGqVgy
#ah64 #ausa2022 #air #bestair #theboeingcompany #boeing #company #meet #future #airline

https://t.co/PoFPHx0BJz https://t.co/arPEeLqpVL"
27,2022-10-10 14:05:38+00:00,https://twitter.com/BestTLD/status/1579473232159477760,"#Best of the day on https://t.co/i58m3d0rUw
The Boeing Company - Meet the future of the #AH64
https://t.co/8ncj1nFFNt
#air #ah64 #ausa2022 #air #bestair #theboeingcompany #boeing #company #meet #future #airline"
28,2022-10-10 14:05:36+00:00,https://twitter.com/BestTLD/status/1579473223757926401,"Download the Best #app to share your #Best #air content : https://t.co/3LwU9aPoXG
#ah64 #ausa2022 #air #bestair #theboeingcompany #boeing #company #meet #future #airline

https://t.co/CzBfzsxj77 https://t.co/FWTDroc5hz"
29,2022-10-10 14:05:30+00:00,https://twitter.com/whatisbestnow/status/1579473198210768897,"What's #Best on https://t.co/957FhZ96v3 ?
The Boeing Company - Meet the future of the #AH64
https://t.co/qzVK8gdRdi
#air #ah64 #ausa2022 #air #bestair #theboeingcompany #boeing #company #meet #future #airline"
30,2022-10-10 14:05:28+00:00,https://twitter.com/BestTLD/status/1579473189817589760,"Download the Best #app to share your #Best #air content : https://t.co/3LwU9aPoXG
#ah64 #ausa2022 #air #bestair #theboeingcompany #boeing #company #meet #future #airline

https://t.co/6VNkVwJu4V https://t.co/OZq8SCVFn6"
31,2022-10-10 14:05:22+00:00,https://twitter.com/whatisbestnow/status/1579473164295249920,"Share the #Best #air content
Download the Best #app : https://t.co/29sgyGqVgy
#ah64 #ausa2022 #air #bestair #theboeingcompany #boeing #company #meet #future #airline

https://t.co/a9OAH19ir5 https://t.co/aTSN6kqh4A"
32,2022-10-10 14:05:16+00:00,https://twitter.com/FremontCyril/status/1579473138714578944,"What's #Best on https://t.co/CDXtJGGDt8 ?
The Boeing Company - Meet the future of the #AH64
https://t.co/Kj1vxnqGyi
#air #ah64 #ausa2022 #air #bestair #theboeingcompany #boeing #company #meet #future #airline"
33,2022-10-10 13:01:08+00:00,https://twitter.com/ImaAnge67837281/status/1579457001796800512,"NEW Interesting audio of #Airline #Pilots #UFOs #UAPs #ufotwitter #ufosightings 
Part 2 🛸🛸🛸🛸🛸"
34,2022-10-10 13:00:45+00:00,https://twitter.com/ImaAnge67837281/status/1579456903977271299,"NEW Interesting audio of #Airline #Pilots #UFOs #UAPs #ufotwitter #ufosightings 
Part 1 🛸🛸🛸🛸🛸"
35,2022-10-10 12:47:47+00:00,https://twitter.com/BLRAirport/status/1579453640326410241,"Pack your bags! Starting 11th October, @cathaypacific  is offering two weekly non-stop flights from Bengaluru to Hong Kong. We hope to see you on-board.
#BLRConnects #BLRAirport #Bengaluru #cathaypacific #hongkong #Airline #Aviation #Avgeeks https://t.co/HkflBoF53l"
36,2022-10-10 12:08:50+00:00,https://twitter.com/ET_Infra/status/1579443837571072000,"Gujarat: PM Modi lays foundation stone of airport, highlights 'double-engine' growth https://t.co/uhzeR7UAM3 via @ET_Infra @narendramodi 
#growth #development #aviation #flights #airline #airport #bharuch https://t.co/lRGEnVOhJk"
37,2022-10-10 12:01:01+00:00,https://twitter.com/yocova_/status/1579441872509972480,Are you looking for reliable #aviation engine trading and fast networking? Yocova partner @Aeroji1 are offering a free six-month subscription to their platform in the Yocova marketplace: https://t.co/NLluo2mpIs #airline #aircraftassets https://t.co/otR3ecxnjv
38,2022-10-10 11:50:06+00:00,https://twitter.com/flightwit/status/1579439124700094466,"Fear of Flying? The author of ""DARE"" recommends SOAR https://t.co/9PA2uj2292 #travel #airline #panic https://t.co/SK6pnXthAn"
39,2022-10-10 11:50:03+00:00,https://twitter.com/Kale_Logistics/status/1579439110250455040,"cargo, paperless trade, and digital innovation.  #sustainability #innovation #community #airline #digital #event"
40,2022-10-10 11:37:11+00:00,https://twitter.com/oerlive/status/1579435874697510913,".@SalamAir has announced a firm order for six @embraer E195-E2 passenger aircraft, with purchase rights for six more. With this, the airline will become the first #Embraer E195-E2 operator in the Middle East.

#Oman #SalamAir #Airline #Flight #Aircraft 

https://t.co/a0pU1SwKiM"
41,2022-10-10 11:14:17+00:00,https://twitter.com/timnjiru/status/1579430109962194944,"Bravo- Zulu-Kilo was the Aircraft that shot my confidence levels to the skies. Wherever I fly to, this will be a way-point in my mind. 
#NewSky

#PositiveVibes #MakingOfAPilot #Pilot #Winning #GearUp #Motivation #GetHappy #Aviation  #AvGeek #Runways #Airline #ToTheSkies #Boeing https://t.co/q4Hqe8ecOv"
42,2022-10-10 11:10:20+00:00,https://twitter.com/ET_Infra/status/1579429115245260800,"SpiceJet deposits TDS of employees for 2021-22 fiscal https://t.co/Sv1nwg9EyN via @ET_Infra | @flyspicejet 
#tax #communication #aviation #airline"
43,2022-10-10 10:49:53+00:00,https://twitter.com/EdK1ngs/status/1579423971443105793,"@Delta doesn’t need to go the extra mile, but yet over and over they do! #extramile #skymiles #travel #airline #captain #bestairline #DeltaAirLines https://t.co/N6mIwogjNs"
44,2022-10-10 10:40:14+00:00,https://twitter.com/AlongSangita/status/1579421542479720448,@AirAsiaIndia Not coming at all #worst  #airline #Service    You have the worst emergency service just looting the passengers. Kindly refund me the amount. @jagograhakjago  please look into it .
45,2022-10-10 10:31:32+00:00,https://twitter.com/whatisbestnow/status/1579419350754201600,"Share the #Best #air content
Download the Best #app : https://t.co/29sgyGqVgy
#emirates #flybetter #air #bestair #need #lift #airline

https://t.co/Tbk2rCmPaE https://t.co/52w6LWf9gX"
46,2022-10-10 10:31:25+00:00,https://twitter.com/BestTLD/status/1579419324871499776,"#Best of the day on https://t.co/i58m3d0rUw
Emirates - Need a lift
https://t.co/WW6g9HjEp2
#air #emirates #flybetter #air #bestair #need #lift #airline"
47,2022-10-10 10:31:23+00:00,https://twitter.com/BestTLD/status/1579419316529016833,"Download the Best #app to share your #Best #air content : https://t.co/3LwU9b7ybO
#emirates #flybetter #air #bestair #need #lift #airline

https://t.co/cjseWNVin0 https://t.co/fwIfCSfhBR"
48,2022-10-10 10:31:17+00:00,https://twitter.com/whatisbestnow/status/1579419290801143810,"What's #Best on https://t.co/957FhZ96v3 ?
Emirates - Need a lift
https://t.co/ppUEmCvzaq
#air #emirates #flybetter #air #bestair #need #lift #airline"
49,2022-10-10 10:31:15+00:00,https://twitter.com/BestTLD/status/1579419282106040321,"Download the Best #app to share your #Best #air content : https://t.co/3LwU9aPoXG
#emirates #flybetter #air #bestair #need #lift #airline

https://t.co/WI0gYzDX2t https://t.co/Y2pvEIFI2D"
